Name: “Table 1 of 1 on page 22 of 44”,Name: “Table 1 of 1 on page 22 of 44”,Name: “Table 1 of 1 on page 22 of 44”,Name: “Table 1 of 1 on page 22 of 44”,Name: “Table 1 of 1 on page 22 of 44”,Name: “Table 1 of 1 on page 22 of 44”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,
42021,PA,CAMBRIA,51065,VA,FLUVANNA
42023,PA,CAMERON,51069,VA,FREDERICK
42027,PA,CENTRE,51630,VA,FREDERICKSBURG
42029,PA,CHESTER,51071,VA,GILES
42033,PA,CLEARFIELD,51073,VA,GLOUCESTER
42035,PA,CLINTON,51075,VA,GOOCHLAND
42037,PA,COLUMBIA,51079,VA,GREENE
42041,PA,CUMBERLAND,51650,VA,HAMPTON
42043,PA,DAUPHIN,51085,VA,HANOVER
42047,PA,ELK,51087,VA,HENRICO
42055,PA,FRANKLIN,51091,VA,HIGHLAND
42057,PA,FULTON,51093,VA,ISLE OF WIGHT
42061,PA,HUNTINGDON,51095,VA,JAMES CITY
42063,PA,INDIANA,51097,VA,KING AND QUEEN
42067,PA,JUNIATA,51099,VA,KING GEORGE
42069,PA,LACKAWANNA,51101,VA,KING WILLIAM
42071,PA,LANCASTER,51103,VA,LANCASTER
42075,PA,LEBANON,51107,VA,LOUDOUN
42079,PA,LUZERNE,51109,VA,LOUISA
42081,PA,LYCOMING,51680,VA,LYNCHBURG
42083,PA,MCKEAN,51113,VA,MADISON
42087,PA,MIFFLIN,51115,VA,MATHEWS
42093,PA,MONTOUR,51119,VA,MIDDLESEX
42097,PA,NORTHUMBERLAND,51121,VA,MONTGOMERY
42099,PA,PERRY,51125,VA,NELSON
42105,PA,POTTER,51127,VA,NEW KENT
42107,PA,SCHUYLKILL,51700,VA,NEWPORT NEWS
42109,PA,SNYDER,51710,VA,NORFOLK
42111,PA,SOMERSET,51131,VA,NORTHAMPTON
42113,PA,SULLIVAN,51133,VA,NORTHUMBERLAND
42115,PA,SUSQUEHANNA,51135,VA,NOTTOWAY
42117,PA,TIOGA,51137,VA,ORANGE
42119,PA,UNION,51139,VA,PAGE
42127,PA,WAYNE,51730,VA,PETERSBURG
42131,PA,WYOMING,51740,VA,PORTSMOUTH
42133,PA,YORK,51145,VA,POWHATAN
51001,VA,ACCOMACK,51147,VA,PRINCE EDWARD
51003,VA,ALBEMARLE,51149,VA,PRINCE GEORGE
51510,VA,ALEXANDRIA,51153,VA,PRINCE WILLIAM
51005,VA,ALLEGHANY,51157,VA,RAPPAHANNOCK
51007,VA,AMELIA,51159,VA,RICHMOND
51009,VA,AMHERST,51760,VA,RICHMOND CITY
51011,VA,APPOMATTOX,51161,VA,ROANOKE
51013,VA,ARLINGTON,51163,VA,ROCKBRIDGE
51015,VA,AUGUSTA,51165,VA,ROCKINGHAM
51017,VA,BATH,51171,VA,SHENANDOAH
51019,VA,BEDFORD,51177,VA,SPOTSYLVANIA
51023,VA,BOTETOURT,51179,VA,STAFFORD
51029,VA,BUCKINGHAM,51800,VA,SUFFOLK
51031,VA,CAMPBELL,51181,VA,SURRY
51033,VA,CAROLINE,51810,VA,VIRGINIA BEACH
51036,VA,CHARLES CITY,51187,VA,WARREN
51550,VA,CHESAPEAKE CITY,51193,VA,WESTMORELAND
51041,VA,CHESTERFIELD,51830,VA,WILLIAMSBURG
51043,VA,CLARKE,51199,VA,YORK
51570,VA,COLONIAL HEIGHTS,54003,WV,BERKELEY
51045,VA,CRAIG,54023,WV,GRANT
51047,VA,CULPEPER,54027,WV,HAMPSHIRE
51049,VA,CUMBERLAND,54031,WV,HARDY
51053,VA,DINWIDDIE,54037,WV,JEFFERSON
51057,VA,ESSEX,54057,WV,MINERAL
51059,VA,FAIRFAX,54063,WV,MONROE
51610,VA,FALLS CHURCH,54065,WV,MORGAN
51061,VA,FAUQUIER,54071,WV,PENDLETON
,,20,,,
,,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0
