Name: “Table 1 of 1 on page 39 of 44”,Name: “Table 1 of 1 on page 39 of 44”,Name: “Table 1 of 1 on page 39 of 44”,Name: “Table 1 of 1 on page 39 of 44”,Name: “Table 1 of 1 on page 39 of 44”,Name: “Table 1 of 1 on page 39 of 44”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,
CRUISE START_DATE END_DATE NEWCRUISE,CRUISE START_DATE END_DATE NEWCRUISE,,CRUISE START_DATE END_DATE NEWCRUISE,CRUISE START_DATE END_DATE NEWCRUISE,CRUISE START_DATE END_DATE NEWCRUISE
BAY173 2/1/1993,2/28/1993,199302A,BAY230 11/1/1995,11/30/1995 199511A,11/30/1995 199511A
BAY174 3/1/1993,3/15/1993,199303A,BAY231 12/1/1995,12/31/1995 199512A,12/31/1995 199512A
BAY175 3/16/1993,3/31/1993,199303B,BAY232 1/1/1996,1/31/1996,199601A
BAY176 4/1/1993,4/15/1993,199304A,BAY233 2/1/1996,2/29/1996,199602A
BAY177 4/16/1993,4/30/1993,199304B,BAY234 3/1/1996,3/15/1996,199603A
BAY178 5/1/1993,5/15/1993,199305A,BAY235 3/16/1996,3/31/1996,199603B
BAY179 5/16/1993,5/31/1993,199305B,BAY236 4/1/1996,4/15/1996,199604A
BAY180 6/1/1993,6/15/1993,199306A,BAY237 4/16/1996,4/30/1996,199604B
BAY181 6/16/1993,6/30/1993,199306B,BAY238 5/1/1996,5/15/1996,199605A
BAY182 7/1/1993,7/15/1993,199307A,BAY239 5/16/1996,5/31/1996,199605B
BAY183 7/16/1993,7/31/1993,199307B,BAY240 6/1/1996,6/15/1996,199606A
BAY184 8/1/1993,8/15/1993,199308A,BAY241 6/16/1996,6/30/1996,199606B
BAY185 8/16/1993,8/31/1993,199308B,BAY242 7/1/1996,7/15/1996,199607A
BAY186 9/1/1993,9/15/1993,199309A,BAY243 7/16/1996,7/31/1996,199607B
BAY187 9/16/1993,9/30/1993,199309B,BAY244 8/1/1996,8/15/1996,199608A
BAY188 10/1/1993,10/15/1993 199310A,,BAY245 8/16/1996,8/31/1996,199608B
BAY189 10/16/1993,10/31/1993 199310B,,BAY246 9/1/1996,9/15/1996,199609A
BAY190 11/1/1993,11/30/1993 199311A,,BAY247 9/16/1996,9/30/1996,199609B
BAY191 12/1/1993,12/31/1993 199312A,,BAY248 10/1/1996,10/15/1996 199610A,10/15/1996 199610A
BAY192 1/1/1994,1/31/1994,199401A,BAY249 10/16/1996,10/31/1996 199610B,10/31/1996 199610B
BAY193 2/1/1994,2/28/1994,199402A,BAY250 11/1/1996,11/30/1996 199611A,11/30/1996 199611A
BAY194 3/1/1994,3/15/1994,199403A,BAY251 12/1/1996,12/31/1996 199612A,12/31/1996 199612A
BAY195 3/16/1994,3/31/1994,199403B,BAY252 1/1/1997,1/31/1997,199701A
BAY196 4/1/1994,4/15/1994,199404A,BAY253 2/1/1997,2/28/1997,199702A
BAY197 4/16/1994,4/30/1994,199404B,BAY254 3/1/1997,3/15/1997,199703A
BAY198 5/1/1994,5/15/1994,199405A,BAY255 3/16/1997,3/31/1997,199703B
BAY199 5/16/1994,5/31/1994,199405B,BAY256 4/1/1997,4/13/1997,199704A
BAY200 6/1/1994,6/15/1994,199406A,BAY257 4/14/1997,4/30/1997,199704B
BAY201 6/16/1994,6/30/1994,199406B,BAY258 5/1/1997,5/15/1997,199705A
BAY202 7/1/1994,7/15/1994,199407A,BAY259 5/16/1997,5/31/1997,199705B
BAY203 7/16/1994,7/31/1994,199407B,BAY260 6/1/1997,6/15/1997,199706A
BAY204 8/1/1994,8/15/1994,199408A,BAY261 6/16/1997,6/30/1997,199706B
BAY205 8/16/1994,8/31/1994,199408B,BAY262 7/1/1997,7/17/1997,199707A
BAY206 9/1/1994,9/15/1994,199409A,BAY263 7/18/1997,7/31/1997,199707B
BAY207 9/16/1994,9/30/1994,199409B,BAY264 8/1/1997,8/15/1997,199708A
BAY208 10/1/1994,10/15/1994 199410A,,BAY265 8/16/1997,8/31/1997,199708B
BAY209 10/16/1994,10/31/1994 199410B,,BAY266 9/1/1997,9/15/1997,199709A
BAY210 11/1/1994,11/30/1994 199411A,,BAY267 9/16/1997,9/30/1997,199709B
BAY211 12/1/1994,12/31/1994 199412A,,BAY268 10/1/1997,10/17/1997 199710A,10/17/1997 199710A
BAY212 1/1/1995,1/31/1995,199501A,BAY269 10/18/1997,10/31/1997 199710B,10/31/1997 199710B
BAY213 2/1/1995,2/28/1995,199502A,BAY270 11/1/1997,11/30/1997 199711A,11/30/1997 199711A
BAY214 3/1/1995,3/15/1995,199503A,BAY271 12/1/1997,12/31/1997 199712A,12/31/1997 199712A
BAY215 3/16/1995,3/31/1995,199503B,BAY272 1/1/1998,1/31/1998,199801A
BAY216 4/1/1995,4/15/1995,199504A,BAY273 2/1/1998,2/28/1998,199802A
BAY217 4/16/1995,4/30/1995,199504B,BAY274 3/1/1998,3/15/1998,199803A
BAY218 5/1/1995,5/15/1995,199505A,BAY275 3/16/1998,3/31/1998,199803B
BAY219 5/16/1995,5/31/1995,199505B,BAY276 4/1/1998,4/15/1998,199804A
BAY220 6/1/1995,6/15/1995,199506A,BAY277 4/16/1998,4/30/1998,199804B
BAY221 6/16/1995,6/30/1995,199506B,BAY278 5/1/1998,5/15/1998,199805A
BAY222 7/1/1995,7/15/1995,199507A,BAY279 5/16/1998,5/31/1998,199805B
BAY223 7/16/1995,7/31/1995,199507B,BAY280 6/1/1998,6/14/1998,199806A
BAY224 8/1/1995,8/15/1995,199508A,BAY281 6/15/1998,6/30/1998,199806B
BAY225 8/16/1995,8/31/1995,199508B,BAY282 7/1/1998,7/15/1998,199807A
BAY226 9/1/1995,9/15/1995,199509A,BAY283 7/16/1998,7/31/1998,199807B
BAY227 9/16/1995,9/30/1995,199509B,BAY284 8/1/1998,8/15/1998,199808A
BAY228 10/1/1995,10/15/1995 199510A,,BAY285 8/16/1998,8/31/1998,199808B
BAY229 10/16/1995,10/31/1995 199510B,,BAY286 9/1/1998,9/13/1998,199809A
,,37,,,
,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0
