Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,
Field Name,,Description,Data Type,Length,Length
REPORTING_,PARAMETER VALUE,,DECIMAL,,
VALUE,,,,,
(NN),,,,,
REPORTING_,REPORTING UNITS OF PARAMETER,REPORTING UNITS OF PARAMETER,VARCHAR,25,25
UNITS,,,,,
(NN),,,,,
SER_NUM,SOURCE SAMPLE SERIAL NUMBER,SOURCE SAMPLE SERIAL NUMBER,VARCHAR,12,12
R_DATE,DATA VERSION DATE-,,SMALL,,
,Date denoting when data records were entered in to,Date denoting when data records were entered in to,DATETIME,,
,database,,,,
NOTES:,,,,,
1) GENERAL:,This table stores information relating to measurements of zooplankton biomass and settled,This table stores information relating to measurements of zooplankton biomass and settled,This table stores information relating to measurements of zooplankton biomass and settled,This table stores information relating to measurements of zooplankton biomass and settled,This table stores information relating to measurements of zooplankton biomass and settled
volumes. This table assumes that all biomass or zooplankton volume information is derived directly from,volumes. This table assumes that all biomass or zooplankton volume information is derived directly from,volumes. This table assumes that all biomass or zooplankton volume information is derived directly from,volumes. This table assumes that all biomass or zooplankton volume information is derived directly from,volumes. This table assumes that all biomass or zooplankton volume information is derived directly from,volumes. This table assumes that all biomass or zooplankton volume information is derived directly from
zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all,zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all,zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all,zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all,zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all,zooplankton tows or estimated after correcting for the presence of detritus. This table assumes that all
biomass and volume information is from composite samples. The maximum depth at which water making up,biomass and volume information is from composite samples. The maximum depth at which water making up,biomass and volume information is from composite samples. The maximum depth at which water making up,biomass and volume information is from composite samples. The maximum depth at which water making up,biomass and volume information is from composite samples. The maximum depth at which water making up,biomass and volume information is from composite samples. The maximum depth at which water making up
a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5,a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5,a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5,a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5,a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5,a sample was derived from is assumed to be TOTAL_DEPTH (from TAB_BIOTA_EVENT TABLE) minus 0.5
meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken,meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken,meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken,meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken,meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken,meters for all whole water column samples. AP (Above Pycnocline samples) are derived from water taken
between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT,between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT,between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT,between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT,between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT,between 0.5 meters below the surface and 0.5 meters ABOVE the P_DEPTH (from TAB_BIOTA_EVENT
TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the,TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the,TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the,TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the,TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the,TABLE). BP (Below Pycnocline samples) are derived from water taken between 0.5 meters above the
