Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”,Name: “Table 1 of 1 on page 50 of 64”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,
,VERSAR,MZ101C,MZ101C,vs.,ODU,MZ103,MZ103,Comparisons,Comparisons
------------------------,------------------------,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,------------------------,------------------------
STATION,SAMPLE_DATE,SAMPLE_DATE,,value_VERSAR,value_VERSAR,value_VERSAR,,value_ODU,diff
CB6.1,06JUL1999,06JUL1999,,8823.79,8823.79,,,7843.37,980.42
CB6.1,11SEP2000,11SEP2000,,17511.27,17511.27,,,6618.55,10892.72
CB6.1,14AUG2002,14AUG2002,,8318.64,8318.64,,111047.46,111047.46,-102728.82
CB6.1,16SEP2002,16SEP2002,,4122.76,4122.76,,,5272.97,-1150.22
CB6.4,05AUG1996,05AUG1996,,40971.10,40971.10,,,39042.95,1928.15
CB6.4,06JUL1998,06JUL1998,,114.85,114.85,,,88.09,26.76
CB6.4,07AUG2000,07AUG2000,,5662.25,5662.25,,,4661.19,1001.06
CB6.4,14SEP2000,14SEP2000,,8430.33,8430.33,,,9638.93,-1208.60
CB6.4,15JUL2002,15JUL2002,,12097.10,12097.10,,,2766.17,9330.93
CB7.3E,06JUL1999,06JUL1999,,10391.66,10391.66,,,9736.59,655.07
CB7.3E,11JUL2000,11JUL2000,,715.49,715.49,,,824.57,-109.08
CB7.3E,19SEP2002,19SEP2002,,4477.89,4477.89,,,2464.93,2012.96
CB7.4,13AUG1997,13AUG1997,,5683.55,5683.55,,,5541.15,142.39
CB7.4,06JUL1999,06JUL1999,,5285.95,5285.95,,,6478.29,-1192.34
CB7.4,05AUG1999,05AUG1999,,946.04,946.04,,,751.41,194.63
CB7.4,21SEP1999,21SEP1999,,1099.69,1099.69,,,791.61,308.08
CB7.4,11SEP2000,11SEP2000,,2292.29,2292.29,,,2422.29,-130.00
LE3.6,09AUG2000,09AUG2000,,1688.58,1688.58,,,1173.26,515.32
RET3.1,08JUL1999,08JUL1999,,2186.24,2186.24,,,1709.67,476.56
RET3.1,09AUG2001,09AUG2001,,143.13,143.13,,,33.49,109.64
RET3.1,12SEP2002,12SEP2002,,5202.69,5202.69,,,2527.14,2675.55
RET4.3,06AUG1996,06AUG1996,,115.31,115.31,,,267.20,-151.89
RET4.3,10JUL1997,10JUL1997,,137.46,137.46,,,503.92,-366.46
RET4.3,09SEP1998,09SEP1998,,5992.45,5992.45,,,6401.65,-409.20
SBE5,15SEP1999,15SEP1999,,4196.55,4196.55,,,4045.94,150.61
SBE5,21SEP2000,21SEP2000,,6246.27,6246.27,,,7597.23,-1350.96
WE4.2,05AUG1996,05AUG1996,,9316.48,9316.48,,,10699.94,-1383.46
WE4.2,06JUL1998,06JUL1998,,866.85,866.85,,,758.45,108.40
------------------------,------------------------,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,metric=CALANOIDA_ABUND,------------------------,------------------------
,The,UNIVARIATE,UNIVARIATE,UNIVARIATE,Procedure,Procedure,Procedure,,
,,Variable:,Variable:,Variable:,diff,diff,,,
,Basic,Basic,Statistical,Statistical,Statistical,Measures,Measures,Measures,
Location,,,,,,Variability,Variability,Variability,
Mean,-2809.71,,Std,Deviation,Deviation,Deviation,,,19780
Median,126.02,,Variance,Variance,Variance,,,,391266514
Mode,.,,Range,Range,,,,,113622
,,,Interquartile,Interquartile,Interquartile,Interquartile,Range,Range,1206
,Tests,Tests,for,Location:,Location:,Mu0=0,Mu0=0,,
Test,,-Statistic-,-Statistic-,-Statistic-,,-----p,-----p,Value------,Value------
Student's,t,t,-0.75163,-0.75163,,Pr,>,|t|,0.4588
Sign,,M,,3,,Pr,>=,|M|,0.3449
Signed,Rank,S,,36,,Pr,>=,|S|,0.4223
,,,,,50,,,,
