Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,
,VERSAR,MZ101C,MZ101C,vs.,ODU,MZ103,MZ103,Comparisons,
----------------------,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,----------------------,----------------------
STATION,SAMPLE_DATE,SAMPLE_DATE,SAMPLE_DATE,value_VERSAR,value_VERSAR,value_VERSAR,value_VERSAR,value_ODU,diff
CB6.1,06JUL1999,06JUL1999,06JUL1999,,0.000,0.000,,0.000,0.000
CB6.1,11SEP2000,11SEP2000,11SEP2000,,0.000,0.000,,0.000,0.000
CB6.1,14AUG2002,14AUG2002,14AUG2002,,0.000,0.000,,32.671,-32.671
CB6.1,16SEP2002,16SEP2002,16SEP2002,138.120,138.120,138.120,,169.829,-31.709
CB6.4,05AUG1996,05AUG1996,05AUG1996,,6.305,6.305,,0.000,6.305
CB6.4,06JUL1998,06JUL1998,06JUL1998,,0.000,0.000,,0.000,0.000
CB6.4,07AUG2000,07AUG2000,07AUG2000,,0.000,0.000,,1.367,-1.367
CB6.4,14SEP2000,14SEP2000,14SEP2000,,0.000,0.000,,0.000,0.000
CB6.4,15JUL2002,15JUL2002,15JUL2002,,0.000,0.000,,0.000,0.000
CB7.3E,06JUL1999,06JUL1999,06JUL1999,,0.000,0.000,,0.000,0.000
CB7.3E,11JUL2000,11JUL2000,11JUL2000,,0.000,0.000,,1.604,-1.604
CB7.3E,19SEP2002,19SEP2002,19SEP2002,,90.089,90.089,,30.679,59.410
CB7.4,13AUG1997,13AUG1997,13AUG1997,,11.695,11.695,,8.283,3.412
CB7.4,06JUL1999,06JUL1999,06JUL1999,,0.000,0.000,,0.000,0.000
CB7.4,05AUG1999,05AUG1999,05AUG1999,,4.901,4.901,,13.068,-8.167
CB7.4,21SEP1999,21SEP1999,21SEP1999,,4.336,4.336,,6.423,-2.087
CB7.4,11SEP2000,11SEP2000,11SEP2000,,0.000,0.000,,3.376,-3.376
LE3.6,09AUG2000,09AUG2000,09AUG2000,,0.000,0.000,,0.000,0.000
RET3.1,08JUL1999,08JUL1999,08JUL1999,,0.000,0.000,,0.000,0.000
RET3.1,09AUG2001,09AUG2001,09AUG2001,,0.000,0.000,,0.000,0.000
RET3.1,12SEP2002,12SEP2002,12SEP2002,,10.764,10.764,,0.000,10.764
RET4.3,06AUG1996,06AUG1996,06AUG1996,,0.000,0.000,,0.000,0.000
RET4.3,10JUL1997,10JUL1997,10JUL1997,,0.884,0.884,,0.000,0.884
RET4.3,09SEP1998,09SEP1998,09SEP1998,,0.000,0.000,,0.000,0.000
SBE5,15SEP1999,15SEP1999,15SEP1999,,1.339,1.339,,5.355,-4.016
SBE5,21SEP2000,21SEP2000,21SEP2000,,0.000,0.000,,0.000,0.000
WE4.2,05AUG1996,05AUG1996,05AUG1996,,2.926,2.926,,7.902,-4.976
WE4.2,06JUL1998,06JUL1998,06JUL1998,,0.000,0.000,,0.000,0.000
----------------------,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,metric=HARPACTICOIDA_ABUND,----------------------,----------------------
,The,UNIVARIATE,UNIVARIATE,UNIVARIATE,Procedure,Procedure,Procedure,,
,,Variable:,Variable:,Variable:,diff,diff,,,
,Basic,Basic,Statistical,Statistical,Statistical,Measures,Measures,,
Location,,,,,,Variability,Variability,Variability,
Mean,-0.32850,,Std,Deviation,Deviation,Deviation,,,14.77636
Median,0.00000,,Variance,Variance,Variance,,,,218.34091
Mode,0.00000,,Range,Range,,,,,92.08100
,,,Interquartile,Interquartile,Interquartile,Interquartile,Range,Range,1.84550
,Tests,Tests,for,Location:,Location:,Mu0=0,Mu0=0,,
Test,,-Statistic-,-Statistic-,-Statistic-,,-----p,-----p,Value------,Value------
Student's,t,t,-0.11764,-0.11764,,Pr,>,|t|,0.9072
Sign,,M,,-2,,Pr,>=,|M|,0.4240
Signed,Rank,S,,-11.5,,Pr,>=,|S|,0.5016
,,,,,55,,,,
