Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”,Name: “Table 1 of 1 on page 48 of 64”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,
VERSAR,MZ101C,vs.,ODU,MZ103,Comparisons,Comparisons,Comparisons,Comparisons,,
------------------------,------------------------,------------------------,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,------------------------,------------------------
STATION,,SAMPLE_DATE,SAMPLE_DATE,SAMPLE_DATE,value_VERSAR,value_VERSAR,value_VERSAR,value_VERSAR,value_ODU,diff
CB6.1,,06JUL1999,06JUL1999,06JUL1999,0.000,0.000,0.000,,0.058,-0.058
CB6.1,,11SEP2000,11SEP2000,11SEP2000,0.058,0.058,0.058,,0.000,0.058
CB6.1,,14AUG2002,14AUG2002,14AUG2002,0.060,0.060,0.060,,0.000,0.060
CB6.1,,16SEP2002,16SEP2002,16SEP2002,0.000,0.000,0.000,,0.000,0.000
CB6.4,,05AUG1996,05AUG1996,05AUG1996,0.000,0.000,0.000,,0.000,0.000
CB6.4,,06JUL1998,06JUL1998,06JUL1998,0.000,0.000,0.000,,0.000,0.000
CB6.4,,07AUG2000,07AUG2000,07AUG2000,0.000,0.000,0.000,,0.000,0.000
CB6.4,,14SEP2000,14SEP2000,14SEP2000,0.000,0.000,0.000,,2.168,-2.168
CB6.4,,15JUL2002,15JUL2002,15JUL2002,0.000,0.000,0.000,,0.000,0.000
CB7.3E,,06JUL1999,06JUL1999,06JUL1999,0.000,0.000,0.000,,0.000,0.000
CB7.3E,,11JUL2000,11JUL2000,11JUL2000,0.000,0.000,0.000,,9.625,-9.625
CB7.3E,,19SEP2002,19SEP2002,19SEP2002,0.000,0.000,0.000,,0.000,0.000
CB7.4,,13AUG1997,13AUG1997,13AUG1997,0.000,0.000,0.000,,0.000,0.000
CB7.4,,06JUL1999,06JUL1999,06JUL1999,0.000,0.000,0.000,,0.000,0.000
CB7.4,,05AUG1999,05AUG1999,05AUG1999,0.000,0.000,0.000,,0.000,0.000
CB7.4,,21SEP1999,21SEP1999,21SEP1999,0.000,0.000,0.000,,0.246,-0.246
CB7.4,,11SEP2000,11SEP2000,11SEP2000,0.000,0.000,0.000,,1.351,-1.351
LE3.6,,09AUG2000,09AUG2000,09AUG2000,0.069,0.069,0.069,,0.000,0.069
RET3.1,,08JUL1999,08JUL1999,08JUL1999,17.080,17.080,17.080,,17.397,-0.317
RET3.1,,09AUG2001,09AUG2001,09AUG2001,0.000,0.000,0.000,,14.716,-14.716
RET3.1,,12SEP2002,12SEP2002,12SEP2002,3.588,3.588,3.588,,5.882,-2.294
RET4.3,,06AUG1996,06AUG1996,06AUG1996,11.415,11.415,11.415,,14.729,-3.314
RET4.3,,10JUL1997,10JUL1997,10JUL1997,12.376,12.376,12.376,,12.963,-0.587
RET4.3,,09SEP1998,09SEP1998,09SEP1998,30.180,30.180,30.180,,2.722,27.458
SBE5,,15SEP1999,15SEP1999,15SEP1999,0.471,0.471,0.471,,2.678,-2.207
SBE5,,21SEP2000,21SEP2000,21SEP2000,0.613,0.613,0.613,,1.916,-1.303
WE4.2,,05AUG1996,05AUG1996,05AUG1996,0.000,0.000,0.000,,0.094,-0.094
WE4.2,,06JUL1998,06JUL1998,06JUL1998,0.000,0.000,0.000,,0.000,0.000
------------------------,------------------------,------------------------,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,metric=BLUE_CRAB_ABUND,------------------------,------------------------
,,,The,UNIVARIATE,UNIVARIATE,Procedure,Procedure,Procedure,,
,,,,Variable:,Variable:,diff,diff,,,
,,Basic,Basic,Statistical,Statistical,Statistical,Measures,Measures,,
,Location,,,,,,Variability,Variability,Variability,
Mean,-0.37982,-0.37982,-0.37982,Std,Deviation,Deviation,Deviation,,,6.35077
Median,0.00000,0.00000,0.00000,Variance,Variance,Variance,,,,40.33231
Mode,0.00000,0.00000,0.00000,Range,Range,,,,,42.17400
,,,,Interquartile,Interquartile,Interquartile,Interquartile,Range,Range,1.32700
,,Tests,Tests,for,Location:,Location:,Mu0=0,Mu0=0,,
Test,,,-Statistic-,-Statistic-,-Statistic-,,-----p,-----p,Value------,Value------
Student's,Student's,t,t,-0.31647,-0.31647,,Pr,>,|t|,0.7541
Sign,,,M,,-4.5,,Pr,>=,|M|,0.0490
Signed,Rank,Rank,S,,-51,,Pr,>=,|S|,0.0134
,,,,,,48,,,,
