Name: “Table 1 of 1 on page 116 of 156”,Name: “Table 1 of 1 on page 116 of 156”,Name: “Table 1 of 1 on page 116 of 156”,Name: “Table 1 of 1 on page 116 of 156”,Name: “Table 1 of 1 on page 116 of 156”,Name: “Table 1 of 1 on page 116 of 156”
Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114
,,,,,
Land Use,,,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region
Federal Land Management,Federal Land Management,Federal Land Management,Federal Land Management,,
,,"Chenango, NY",0.0,"Huntingdon, PA",5.0
% land under federal,,,,,
management (2007),,"Cortland, NY",0.5,"Indiana, PA",1.3
,,"Delaware, NY",0.1,"Jefferson, PA",0.0
"Kent, DE",0.0,"Herkimer, NY",--,"Juniata, PA",--
"New Castle, DE",2.6,"Livingston, NY",0.6,"Lackawanna, PA",0.1
"Sussex, DE",0.1,"Madison, NY",--,"Lancaster, PA",--
"District of Columbia, DC",17.7,"Montgomery, NY",--,"Lebanon, PA",0.4
"Allegany, MD",1.1,"Oneida, NY",0.0,"Luzerne, PA",0.2
"Anne Arundel, MD",0.2,"Onondaga, NY",0.0,"Lycoming, PA",--
"Baltimore, MD",0.0,"Ontario, NY",--,"McKean, PA",21.5
"Calvert, MD",--,"Otsego, NY",--,"Mifflin, PA",--
"Caroline, MD",--,"Schoharie, NY",--,"Montour, PA",--
"Carroll, MD",--,"Schuyler, NY",5.2,"Northumberland, PA",--
"Cecil, MD",1.1,"Steuben, NY",0.1,"Perry, PA",0.0
"Charles, MD",0.5,"Tioga, NY",0.0,"Potter, PA",--
"Dorchester, MD",--,"Tompkins, NY",--,"Schuylkill, PA",0.1
"Frederick, MD",2.2,"Yates, NY",--,"Snyder, PA",--
"Garrett, MD",0.8,"Adams, PA",1.4,"Somerset, PA",0.2
"Harford, MD",--,"Bedford, PA",0.0,"Sullivan, PA",--
"Howard, MD",--,"Berks, PA",1.4,"Susquehanna, PA",0.1
"Kent, MD",--,"Blair, PA",0.2,"Tioga, PA",1.3
"Montgomery, MD",0.8,"Bradford, PA",--,"Union, PA",--
"Prince George's, MD",1.2,"Cambria, PA",0.2,"Wayne, PA",0.2
"Queen Anne's, MD",0.0,"Cameron, PA",--,"Wyoming, PA",--
"St. Mary's, MD",--,"Carbon, PA",2.1,"York, PA",0.3
"Somerset, MD",0.0,"Centre, PA",1.1,"Accomack, VA",3.6
"Talbot, MD",0.0,"Chester, PA",0.1,"Albemarle, VA",3.2
"Washington, MD",2.7,"Clearfield, PA",0.4,"Alleghany, VA",49.8
"Wicomico, MD",0.0,"Clinton, PA",0.2,"Amelia, VA",--
"Worcester, MD",2.4,"Columbia, PA",--,"Amherst, VA",15.9
"Baltimore, MD (city)",0.0,"Cumberland, PA",0.8,"Appomattox, VA",0.8
"Allegany, NY",0.0,"Dauphin, PA",0.3,"Arlington, VA",0.2
"Broome, NY",0.6,"Elk, PA",21.1,"Augusta, VA",33.3
"Cayuga, NY",--,"Franklin, PA",0.1,"Bath, VA",51.0
"Chemung, NY",--,"Fulton, PA",--,"Bedford, VA",5.3
110,,,,,
