Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,
Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,,,General Population,General Population
,,Rural Population,Rural Population,,
"Botetourt, VA",66.5,"Middlesex, VA",100.0,"Hampton, VA (city)",0.2
"Buckingham, VA",100.0,"Montgomery, VA",30.7,"Harrisonburg, VA (city)",0.3
"Campbell, VA",61.8,"Nelson, VA",100.0,"Hopewell, VA (city)",0.0
"Caroline, VA",100.0,"New Kent, VA",100.0,"Lexington, VA (city)",0.0
"Charles City, VA",100.0,"Northampton, VA",100.0,"Lynchburg, VA (city)",3.2
"Charlotte, VA",100.0,"Northumberland, VA",100.0,"Manassas, VA (city)",0.0
"Chesterfield, VA",10.5,"Nottoway, VA",53.2,"Manassas Park, VA (city)",0.0
"Clarke, VA",76.5,"Orange, VA",66.9,"Newport News, VA (city)",0.0
"Craig, VA",100.0,"Page, VA",79.5,"Norfolk, VA (city)",0.0
"Culpeper, VA",72.2,"Powhatan, VA",91.2,"Petersburg, VA (city)",2.7
"Cumberland, VA",96.1,"Prince Edward, VA",71.2,"Poquoson, VA (city)",4.8
"Dinwiddie, VA",73.8,"Prince George, VA",59.5,"Portsmouth, VA (city)",0.0
"Essex, VA",79.8,"Prince William, VA",9.2,"Richmond, VA (city)",0.0
"Fairfax, VA",1.4,"Rappahannock, VA",100.0,"Roanoke, VA (city)",0.0
"Fauquier, VA",72.6,"Richmond, VA",84.3,"Salem, VA (city)",0.0
"Fluvanna, VA",69.9,"Roanoke, VA",22.1,"Staunton, VA (city)",0.7
"Frederick, VA",49.4,"Rockbridge, VA",96.4,"Suffolk, VA (city)",28.1
"Giles, VA",83.1,"Rockingham, VA",66.8,"Virginia Beach, VA (city)",1.4
"Gloucester, VA",72.0,"Shenandoah, VA",76.5,"Waynesboro, VA (city)",2.1
"Goochland, VA",93.2,"Spotsylvania, VA",34.8,"Williamsburg, VA (city)",0.0
"Greene, VA",100.0,"Stafford, VA",26.1,"Winchester, VA (city)",0.0
"Hanover, VA",43.4,"Surry, VA",100.0,"Berkeley, WV",45.7
"Henrico, VA",5.7,"Warren, VA",56.2,"Grant, WV",77.1
"Highland, VA",100.0,"Westmoreland, VA",74.4,"Greenbrier, WV",71.7
"Isle of Wight, VA",66.1,"York, VA",9.5,"Hampshire, WV",100.0
"James City, VA",28.7,"Alexandria, VA (city)",0.0,"Hardy, WV",100.0
"King and Queen, VA",100.0,"Bedford, VA (city)",0.0,"Jefferson, WV",68.1
"King George, VA",100.0,"Buena Vista, VA (city)",2.9,"Mineral, WV",61.8
"King William, VA",80.5,"Charlottesville, VA (city)",0.0,"Monroe, WV",89.4
"Lancaster, VA",100.0,"Chesapeake, VA (city)",10.0,"Morgan, WV",100.0
"Loudoun, VA",15.7,"Colonial Heights, VA (city)",0.0,"Pendleton, WV",100.0
"Louisa, VA",100.0,"Covington, VA (city)",0.0,"Pocahontas, WV",100.0
"Lunenburg, VA",100.0,"Fairfax, VA (city)",0.0,"Preston, WV",87.9
"Madison, VA",100.0,"Falls Church, VA (city)",0.0,"Randolph, WV",65.1
"Mathews, VA",100.0,"Fredericksburg, VA (city)",0.3,"Tucker, WV",100.0
,,,,United States,21.0
,,,,,47
