Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”,Name: “Table 1 of 1 on page 22 of 156”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,
General Population,General Population,,,,,,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region
,,Historical Population Change,Historical Population Change,Historical Population Change,Historical Population Change,Historical Population Change,Historical Population Change,Historical Population Change,Historical Population Change,,
"Population change is due to births, deaths, and","Population change is due to births, deaths, and","Population change is due to births, deaths, and","Population change is due to births, deaths, and","Population change is due to births, deaths, and",,"Within the Chesapeake Bay Watershed region, county","Within the Chesapeake Bay Watershed region, county","Within the Chesapeake Bay Watershed region, county","Within the Chesapeake Bay Watershed region, county","Within the Chesapeake Bay Watershed region, county","Within the Chesapeake Bay Watershed region, county"
migration. Trends in historical population change (1986-,migration. Trends in historical population change (1986-,migration. Trends in historical population change (1986-,migration. Trends in historical population change (1986-,migration. Trends in historical population change (1986-,migration. Trends in historical population change (1986-,growth rates (1986-2006) ranged from a decrease of,growth rates (1986-2006) ranged from a decrease of,growth rates (1986-2006) ranged from a decrease of,growth rates (1986-2006) ranged from a decrease of,growth rates (1986-2006) ranged from a decrease of,growth rates (1986-2006) ranged from a decrease of
2006) provide a context from which to view recent,2006) provide a context from which to view recent,2006) provide a context from which to view recent,2006) provide a context from which to view recent,2006) provide a context from which to view recent,2006) provide a context from which to view recent,"11.1% (Petersburg, VA [city]) to an increase of 82.8%.","11.1% (Petersburg, VA [city]) to an increase of 82.8%.","11.1% (Petersburg, VA [city]) to an increase of 82.8%.","11.1% (Petersburg, VA [city]) to an increase of 82.8%.","11.1% (Petersburg, VA [city]) to an increase of 82.8%.","11.1% (Petersburg, VA [city]) to an increase of 82.8%."
population change (1996-2006). The direction and,population change (1996-2006). The direction and,population change (1996-2006). The direction and,population change (1996-2006). The direction and,population change (1996-2006). The direction and,population change (1996-2006). The direction and,"(Spotsylvania, VA).","(Spotsylvania, VA).",,,,
rate of population change are important socioeconomic,rate of population change are important socioeconomic,rate of population change are important socioeconomic,rate of population change are important socioeconomic,rate of population change are important socioeconomic,rate of population change are important socioeconomic,,,,,,
"trends. For example, population growth increases the size","trends. For example, population growth increases the size","trends. For example, population growth increases the size","trends. For example, population growth increases the size","trends. For example, population growth increases the size","trends. For example, population growth increases the size",,,,,,
of the economy and can generate changes in land use,of the economy and can generate changes in land use,of the economy and can generate changes in land use,of the economy and can generate changes in land use,of the economy and can generate changes in land use,of the economy and can generate changes in land use,,,,,,
that affect natural ecosystems.,that affect natural ecosystems.,that affect natural ecosystems.,,,,,,,,,
-20,-10,0,10,20,30,40,50,60,70,80,90
,,,,Variation in Distribution of Data Values,Variation in Distribution of Data Values,Variation in Distribution of Data Values,Variation in Distribution of Data Values,,,,
,,,,,notes,notes,,,,,
16,,,,,,,,,,,
