Name: “Table 1 of 1 on page 161 of 170”,Name: “Table 1 of 1 on page 161 of 170”,Name: “Table 1 of 1 on page 161 of 170”,Name: “Table 1 of 1 on page 161 of 170”,Name: “Table 1 of 1 on page 161 of 170”,Name: “Table 1 of 1 on page 161 of 170”
Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160
,,,,,
Table E-3.,Table E-3.,In Situ Fluorescence Data Files,In Situ Fluorescence Data Files,In Situ Fluorescence Data Files,
,Field,Field,Width,,
,Name,Type,(dec),Descriptions,
1,AGENCY,Character,6,Data Collection Agency,
2,CHL_F,Numeric,8. 2,Fluorescence Value (micrograms Chlorophyll a,per liter)
3,CHL_F_D,Character,2,Chlorophyll a Detection Limit Code,
4,CHL_F_M,Character,7,Chlorophyll a Method Code,
5,CRUISE,Character,6,Chesapeake Bay Program Cruise Number,
6,SAMPLE_DATE,,,,
,,Character,10,Sampling Date (MM/DD/YYYY),
7,LATITUDE,Numeric,9. 4,Latitude in Decimal Degrees,
8,LONGITUDE,Numeric,9. 4,Longitude in Decimal Degrees,
9,P_DEPTH,Numeric,8. 1,Composite Sample Cut Off Depth,
10,R_DATE,Character,8,Version Date of Data (MM/DD/YYYY),
11,SALZONE,Character,2,Salinity Zone,
12,SDEPTH,Numeric,8. 1,Sample Collection Depth (meters),
13,SER_NUM,Character,12,Sample Serial Number,
14,STATION,Character,8,Sampling Station,
15,TDEPTH,Numeric,8. 1,Total Station Depth (meters),
16,SAMPLE_TIME,Character,8,Sample Collection Time (HH:MM:SS),
17,TRIB_COD,Character,3,Tributary Code,
Table E-4.,Table E-4.,Benthic Event Data Files,Benthic Event Data Files,,
,Field,Field,Width,,
,Name,Type,(dec),Descriptions,
1,STATION,Character,15,Sampling Station,
2,SAMPLE_DATE,Date,10,Sampling Date (MM/DD/YYYY),
3,STRATUM,Character,4,Sampling Stratum or Tributary Designation,
4,LATITUDE,Numeric,8. 4,Latitude (Decimal Degrees) (NAD83),
5,LONGITUDE,Numeric,8. 4,Longitude (Decimal Degrees) (NAD83),
6,SITE_TYPE,Character,2,Sampling Site Type,
7,SAMPLE_TIME,Date/Time,8,Sample Collection Time (24 HH:MM),
8,SOURCE,Character,8,Data Collection Agency,
9,TOTAL_DEPTH,Numeric,8. 1,Total Station Depth (Meters),
10,YEARCODE,Character,8,Sampling Year Code (optional),
11,CRUISENO,Character,8,Benthic Sampling Cruise Number (optional),
12,STAEQ85,Character,8,Pre-1989 Station Designation (optional),
13,SITE,Character,8,Sampling Site Number (optional),
14,SAMPTYPE,Character,8,Sample Collection Type,
,,,,160,
