Name: “Table 1 of 1 on page 63 of 170”,Name: “Table 1 of 1 on page 63 of 170”,Name: “Table 1 of 1 on page 63 of 170”,Name: “Table 1 of 1 on page 63 of 170”
Table: 62,Table: 62,Table: 62,Table: 62
,,,
,,The 2012 Users Guide to CBP Biological Monitoring Data,The 2012 Users Guide to CBP Biological Monitoring Data
Table A-3.,Phytoplankton and Picoplankton Count Data File Format,Phytoplankton and Picoplankton Count Data File Format,Phytoplankton and Picoplankton Count Data File Format
Field Name,Type,Width,Description
SURVEY_ID,Number,8,Database Generated Event Identification Number
SOURCE,Text,10,Data Collection Agency
SAMPLE_TYPE,Text,2,Collection Type
STATION,Text,15,Sampling Station
SAMPLE_DATE,Date/Time,Date/Time,
,,8,Sampling Date (MM/DD/YYYY)
LAYER,Text,3,Layer of Water Column in Which Sample Was Taken
SAMPLE_NUMBER,,,
,Number,8,Sample Number
GMETHOD,Text,3,Chesapeake Bay Program Gear Method Code
TSN,Text,7,ITIS Taxon Serial Number
LATIN_NAME,Text,45,Species Latin Name
SIZE,Text,30,Cell Size Groupings when taken
METHOD,Text,8,Chesapeake Bay Program Sample Analysis Code
PARAMETER,Text,15,Sampling Parameter Name
VALUE,Number,12.4,Sampling Parameter Value
UNITS,Text,15,Sampling Parameter Reporting Units
NODCCODE,Text,12,National Oceanographic Data Center Species Code
SPEC_CODE,Text,14,In-House Species Code
SER_NUM,Text,12,Sample Serial Number
R_DATE,Date/Time,Date/Time,
,,8,Version Date of Data (MM/DD/YYYY)
The following field may also appear in a downloaded data set:,The following field may also appear in a downloaded data set:,The following field may also appear in a downloaded data set:,The following field may also appear in a downloaded data set:
Name,Type,Width,Description
BASIN,Text,20,Chesapeake Bay Basin Designation
HUC8,Text,8,USGS Eight Digit Hydrologic Unit Code
CATALOGING_UNIT_DESCRIPTION,CATALOGING_UNIT_DESCRIPTION,CATALOGING_UNIT_DESCRIPTION,
,Text,50,USGS Cataloging Unit Code Description
FIPS,Text,5,Federal Information Processing Code
STATE,Text,3,Federal Information Processing Code State Designation
COUNTY_CITY,Text,30,Federal Information Processing Code City/County Designation
CBSEG_2003,Text,6,2003 Chesapeake Bay Segment Designation
CBSEG_2003_DESCRIPTION,CBSEG_2003_DESCRIPTION,CBSEG_2003_DESCRIPTION,
,Text,50,2003 Chesapeake Bay Segment Designation Description
,,,61
