Name: “Table 1 of 1 on page 25 of 170”,Name: “Table 1 of 1 on page 25 of 170”,Name: “Table 1 of 1 on page 25 of 170”,Name: “Table 1 of 1 on page 25 of 170”
Table: 24,Table: 24,Table: 24,Table: 24
,,,
,,,The 2012 Users Guide to CBP Biological Monitoring Data
"examination with an inverted plankton microscope. If the phytoplankton, and/or silt density is too great in","examination with an inverted plankton microscope. If the phytoplankton, and/or silt density is too great in","examination with an inverted plankton microscope. If the phytoplankton, and/or silt density is too great in","examination with an inverted plankton microscope. If the phytoplankton, and/or silt density is too great in"
"the final concentrate for clear examination, a known volume of the concentrate is drawn off to provide a","the final concentrate for clear examination, a known volume of the concentrate is drawn off to provide a","the final concentrate for clear examination, a known volume of the concentrate is drawn off to provide a","the final concentrate for clear examination, a known volume of the concentrate is drawn off to provide a"
sub-sample suitable for analysis. The microscopic examination was done at 3 magnifications (Marshall,sub-sample suitable for analysis. The microscopic examination was done at 3 magnifications (Marshall,sub-sample suitable for analysis. The microscopic examination was done at 3 magnifications (Marshall,sub-sample suitable for analysis. The microscopic examination was done at 3 magnifications (Marshall
"and Alden, 1990). At 300/315X magnification, a combined random field (10) and minimum cell count","and Alden, 1990). At 300/315X magnification, a combined random field (10) and minimum cell count","and Alden, 1990). At 300/315X magnification, a combined random field (10) and minimum cell count","and Alden, 1990). At 300/315X magnification, a combined random field (10) and minimum cell count"
(200) procedure will be followed where all taxa are counted to the lowest taxonomic category possible.,(200) procedure will be followed where all taxa are counted to the lowest taxonomic category possible.,(200) procedure will be followed where all taxa are counted to the lowest taxonomic category possible.,(200) procedure will be followed where all taxa are counted to the lowest taxonomic category possible.
This examination is repeated at 500/600x magnification for 10 randomly selected fields. Cells not clearly,This examination is repeated at 500/600x magnification for 10 randomly selected fields. Cells not clearly,This examination is repeated at 500/600x magnification for 10 randomly selected fields. Cells not clearly,This examination is repeated at 500/600x magnification for 10 randomly selected fields. Cells not clearly
discernible at the 300x magnification are examined at 600X for identification. All species will be counted,discernible at the 300x magnification are examined at 600X for identification. All species will be counted,discernible at the 300x magnification are examined at 600X for identification. All species will be counted,discernible at the 300x magnification are examined at 600X for identification. All species will be counted
"at only one of these magnifications. In addition, the entire chamber will be scanned at 150X for recording","at only one of these magnifications. In addition, the entire chamber will be scanned at 150X for recording","at only one of these magnifications. In addition, the entire chamber will be scanned at 150X for recording","at only one of these magnifications. In addition, the entire chamber will be scanned at 150X for recording"
previously unrecorded larger species in the chamber. All phytoplankton categories will be included in this,previously unrecorded larger species in the chamber. All phytoplankton categories will be included in this,previously unrecorded larger species in the chamber. All phytoplankton categories will be included in this,previously unrecorded larger species in the chamber. All phytoplankton categories will be included in this
"analysis, including colonies and algal filaments at 300/315X. Note that in August 2002, ODU purchased","analysis, including colonies and algal filaments at 300/315X. Note that in August 2002, ODU purchased","analysis, including colonies and algal filaments at 300/315X. Note that in August 2002, ODU purchased","analysis, including colonies and algal filaments at 300/315X. Note that in August 2002, ODU purchased"
new inverted plankton microscopes changing their mid- and high magnification from 315/500X to,new inverted plankton microscopes changing their mid- and high magnification from 315/500X to,new inverted plankton microscopes changing their mid- and high magnification from 315/500X to,new inverted plankton microscopes changing their mid- and high magnification from 315/500X to
"300/600X, with magnification constants adjusted accordingly. No apparent step trend have been noted in","300/600X, with magnification constants adjusted accordingly. No apparent step trend have been noted in","300/600X, with magnification constants adjusted accordingly. No apparent step trend have been noted in","300/600X, with magnification constants adjusted accordingly. No apparent step trend have been noted in"
the data due to this change.,the data due to this change.,the data due to this change.,the data due to this change.
-Chesapeake Bay Program Analytical Method Code PH102M,-Chesapeake Bay Program Analytical Method Code PH102M,-Chesapeake Bay Program Analytical Method Code PH102M,-Chesapeake Bay Program Analytical Method Code PH102M
Counting Method 102 was slightly modified in January 2005 for better agreement with the new counting,Counting Method 102 was slightly modified in January 2005 for better agreement with the new counting,Counting Method 102 was slightly modified in January 2005 for better agreement with the new counting,Counting Method 102 was slightly modified in January 2005 for better agreement with the new counting
