Name: “Table 1 of 1 on page 10 of 22”,Name: “Table 1 of 1 on page 10 of 22”,Name: “Table 1 of 1 on page 10 of 22”,Name: “Table 1 of 1 on page 10 of 22”,Name: “Table 1 of 1 on page 10 of 22”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,
,,MDPHDOC.doc,MDPHDOC.doc,
SPEC_CODE,,SOURCE_LBL,SPEC_CODE,SOURCE_LBL
223,,DIATOMA SP.,284,PYRAMIMONAS TETRARHYNCHUS
224,SYNEDRA UNDULATA,,285,CYMATOSIRA BELGICA
225,ULOTHRIX SUBTILISSIMA,,286,CYCLOTELLA BODANICA
226,,WESTELLA SP.,288,APHANOCAPSA ELACHISTA
227,CLOSTERIUM SETACEUM,,289,EUTONIS SP.
228,MICRACTINIUM PUSILLUM,,290,EUNOTIA BIDENTULA
229,ODONTELLA MOBILENSIS,,291,RHABDOSPHAERA HISPIDA
230,ACHNANTHES LEMMERMANNI,,293,RHIZOSOLENIA ERIENSIS
231,COSMARIUM SP.,,295,SYNEDRA GAILLONII
232,RAPHIDIOPSIS SP.,,296,SYNEDRA FULGENS
233,,NOSTOC SP.,297,CRUCIGENIA TETRAPEDIA
234,CHAETOCEROS FRAGILE,,298,OPHIOCYTIUM SP.
235,SCENEDESMUS QUADRICAUDA V. MAXIMUS,,299,SYNEDRA CRYSTALLINA
236,EPITHEMIA TURGIDA,,300,AMPHIDINIUM SP.
237,,MERIDION SP.,301,CERATIUM SP.
238,ODONTELLA GRANULATA,,303,LICMOPHORA INFLATA
239,KERATOCOCCUS SP.,,306,CERATIUM FURCA
240,STEPHANODISCUS SP.,,307,CERATIUM FUSUS
241,,UROGLENA SP.,308,CERATIUM LINEATUM
242,GRAMMATOPHORA SERPENTINA,,309,CERATIUM LONGIPES
243,PROROCENTRUM ROTUNDATUM,,310,CERATIUM MACROCEROS
244,HETEROSIGMA AKASHIWO,,311,CERATIUM MASSILIENSE
245,HYMENOMONAS SP.,,315,CERATIUM TRIPOS
246,QUADRICOCCUS EURYHALINICUS,,316,ORNITHOCERCUS SP.
247,CHAETOCEROS WIGHAMI,,318,RHAPHONEIS GEMMIFERA
248,CHAETOCEROS SUBTILIS,,320,DINOPHYSIS SP.
249,ACHNANTHES LONGIPES,,321,DINOPHYSIS ACUMINATA
250,MICRACTINIUM SP.,,322,DINOPHYSIS ACUTA
253,RHAPHONEIS SP.,,323,STAURASTRUM AMERICANUM
255,DACTYLIOSOLEN MEDITERRANEUS,,324,DINOPHYSIS CAUDATA
258,OLISTHODISCUS SP.,,326,DINOPHYSIS OVUM
259,RHOICOSPHENIA ABBREVIATA,,327,DINOPHYSIS PUNCTATA
260,COELASTRUM SPHAERICUM,,328,MICRACANTHODINIUM
261,CYCLOTELLA STRIATA,,329,AGMENELLUM THERMALE
262,AULACOSEIRA ITALICA,,330,PROROCENTRUM COMPRESSUM
263,COSCINOSIRA POLYCHORDA,,331,EUTREPTIA SP.
264,MELOSIRA LINEATA,,332,GONYAULAX DIGITALIS
265,CALONEIS FUSIOIDES,,333,GONYAULAX POLYGRAMMA
266,CHODATELLA LONGISETA,,334,GONYAULAX SPINIFERA
267,PROROCENTRUM NANUM,,335,AMYLAX TRIACANTHA
269,COELASTRUM RETICULUM,,336,GONYAULAX SP.
270,UNID. BLUE GREEN TRICHOME (CELL) SMALL,,337,GYMNODINIUM SP.
271,UNID. BLUE GREEN TRICHOME (CELL) SM TAPER,,338,GYMNODINIUM COSTATUM
272,AMPHIPRORA ALATA,,339,NAVICULA NORTHUMBRICA
273,HEMIDISCUS CUNEIFORMIS,,340,GYMNODINIUM SIMPLEX
275,STAURASTRUM CHAETOCEROS,,341,GYRODINIUM SP.
276,CAMPYLODISCUS SP.,,342,GYRODINIUM LACRYMA
277,CAMPYLODISCUS LIMBATUS,,343,NOCTILUCA MILIARIS
278,CYCLOTELLA MENEGHINIANA,,344,FRAGILARIA STRIATULA
279,THALASSIOSIRA PSEUDONANA,,345,GYRODINIUM UNCATENUM
282,,EUDORINA SP.,346,KARLODINIUM MICRUM
283,Polykrikos hartmannii,,349,OXYTOXUM SCOLOPAX
,,10,,1/22/2010
