Name: “Table 1 of 1 on page 10 of 21”,Name: “Table 1 of 1 on page 10 of 21”,Name: “Table 1 of 1 on page 10 of 21”,Name: “Table 1 of 1 on page 10 of 21”,Name: “Table 1 of 1 on page 10 of 21”,Name: “Table 1 of 1 on page 10 of 21”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,
SPEC_CODE,TSN,SOURCE_LBL,SPEC_CODE,TSN,SOURCE_LBL
159,0169539,Chaetodipterus faber larvae,210,0169237,unknown Sciaenidae eggs
160,0171156,Hypsoblennius hentzi larvae,211,0084026,Lydigia quadrangularis
161,0171789,Gobiosoma bosci larvae,212,0050844,unknown Hydridae
162,0171673,Ammodytes americanus larvae,213,0169237,unknown Sciaenidae larvae
163,0172746,Scopthalmus aquosus larvae,214,0083836,Penilia avirostris
164,0172746,Scopthalmus aquosus eggs,215,0083923,Scaphloberis kingi
165,0172982,Trinectes maculatus larvae,216,0098720,Portunus spinicarpus megalopa
166,0172982,Trinectes maculatus eggs,217,0097731,Naushonia crangonoides zoea
167,0173062,Symphurus plagiusa larvae,218,0161061,unknown fish eggs
168,0173290,Sphaeroides maculatus larvae,219,0083888,Daphnia ambigua
169,0098778,Panopeus herbstii zoea,220,0161061,unknown fish larvae
170,0172566,Peprilus paru larvae,221,0169239,Cynoscion nebulosus larvae
171,0088580,Corycaeus speciosus,222,0159632,unknown Thalaicean
172,0171164,Chasmodes bosquianus larvae,223,0088576,Corycaeus elongatus
173,0078156,unknown Nudibranchia,224,0168142,Lepomis macrochirous
174,0098081,Euceramus praelongus megalopa,225,0048741,unknown Anthomedusae
175,0165984,unknown Atherinidae larvae,226,0083899,Simocephalus sp.
176,0169259,Bairdiella chrysoura larvae,227,0088692,Mesocyclops edax
177,0079119,unknown Pelecypoda,228,0086110,unknown Harpacticoida
178,0098083,Polyonyx gibbesi megalopa,229,0086330,unknown Harpacticus spp.
179,0169267,Leiostomus xanthurus larvae,230,0049469,unknown Leptomedusae
180,0171746,unknown Gobiidae larvae,231,0097775,Pagurus sp. zoea
181,0064358,unknown Polychaeta,232,0051636,unknown Semaeostomae
182,0085307,Eucalanus pilieatus,233,0086445,Tisbe spp.
183,0086212,Ectinosoma cutiforne,234,0085744,Metridia Princeps
184,0078089,Clione limacina,235,0083936,Bosmina spp.
185,0083874,Daphnia pulex,236,0085263,Calanus spp.
186,0098679,Cancer irroratus megalopa,237,0085866,Eurytemora hirudinoides
187,0095599,unknown crab megalopa,238,0085863,Eurytemora affinis
188,0098714,Ovalipes ocellatus megalopa,239,0085862,Eurytemora spp.
189,BAY0300 Daphnia lumholtzi,,240,0085849,Pseudodiaptomus coronatus
190,0096736,Ogyrides spp. zoea,241,0086134,Canuella elongata
191,0088575,Corycaeus amazonicus,242,0085741,Medridia Lucens
192,0088540,Oncaea sp.,243,0090698,Metamysidopsis spp.
193,0098453,Libinia spp. megalopa,244,0127917,unknown Chironomidae larvae
194,0096606,Alpheus normanni zoea,245,0088628,Saphirella spp.
195,0090745,unknown Cumacea,246,0083122,Unknown Hydrachnidae
196,0089599,unknown barnacle cypris,247,0067899,unknown Terebellidae
197,0161837,Anchoa spp. larvae,248,0088530,unknown Cyclopoida
198,0158727,Sagitta spp.,249,0159682,Branchiostoma caribaeum
199,0098993,Pinnixia spp. megalopa,250,0156857,unknown Echinodermata
200,0097774,unknown Paguridae megalopa,251,0069290,unknown Hirudinea
201,0069459,unknown Gastropoda,252,0086442,Clytemnestra rostrata
202,0085264,Nannocalanus sp.,253,0090267,Bowmaniella dissimilis
203,0098976,Pinnotheres ostreum zoea,254,0053856,unknown Ctenophora
204,0155166,unknown Tardigrada,255,0048739,unknown hydromedusae
205,0098058,unknown Porcellanidae zoea,256,0053964,unknown Turbellaria
206,0098696,Callinectes sapidus megalopa,257,0083965,Podon intermedius
207,0098058,Porcellanid spp. megalopa,258,0092120,unknown Isopoda
208,0095602,unknown penaeid zoea,259,0085875,Temora stylifera
209,0097774,unknown Paguridae crab,260,0086084,Acartia spp.
,,10,,,01/31/07
