Name: “Table 1 of 1 on page 41 of 150”,Name: “Table 1 of 1 on page 41 of 150”,Name: “Table 1 of 1 on page 41 of 150”,Name: “Table 1 of 1 on page 41 of 150”,Name: “Table 1 of 1 on page 41 of 150”,Name: “Table 1 of 1 on page 41 of 150”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,
"Manila,",Major,Decreased river,Mangahan,Raise river,The
Philippines,economic,channel,Floodway,embankments;,World
,center and,capacity from,diverts river,Construct a dam;,Bank
,tourist,building and,waters; Flood,Increase storm,2010
,destination;,deforestation --,Protection,surge barrier,
,Informal and,> River,Master Plan;,height; install,
,unregulated,flooding;,Storm surge,pumping stations,
,settlements,Groundwater,barriers; House,,
,built in risky,pumping -->,raising: Pumps,,
,areas,Land,,,
,,subsidence,,,
"Kolkata,",Has a large,Intense,Current,Clean and,The
India,slum,precipitation --,adaptation,upgrade sewer,World
,"population,",> River,strategies are,systems; Storm-,Bank
,comprising,overtopping;,lacking,proof water,2010
,30% of,Storm surge,,supply and,
,population,,,electricity;,
,and toxic,,,Protect open,
,manufacturi,,,space and,
,ng,,,wetlands,
Japan,Most of,Sea level rise,Mainly,,Kojima
,major cities,and Coastal,protection,,2000
,(and,erosion,measures:,,
,industry) are,,"embankments,",,
,located in,,"seawalls,",,
,the coastal,,detached,,
,zone,,"breakwaters,",,
,,,artificial reefs,,
Fiji,Large tourist,Coastal erosion,Seawalls;,,Beckon
,industry,and Storm,planting of,,2005
,,surge,coconut palms,,
,,,and mangroves,,
Egypt,Large tourist,Sea level rise,Jetties;,,El Raey
,industry,,Breakwaters;,,et al.
,,,Beach,,1999
,,,nourishment;,,
,,,Dikes,,
Tokyo,Experiences,Precipitation,River,,Tokyo
,flood,and Storm,improvements;,,Metropo
,disasters,surge,diversion,,litan
,every year,,channels and,,Govern
,,,reservoirs;,,ment
,,,Levees and,,2008
,,,,,32
