Name: “Table 1 of 1 on page 13 of 24”,Name: “Table 1 of 1 on page 13 of 24”,Name: “Table 1 of 1 on page 13 of 24”,Name: “Table 1 of 1 on page 13 of 24”,Name: “Table 1 of 1 on page 13 of 24”,Name: “Table 1 of 1 on page 13 of 24”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,
,,MDMZDOC.doc,MDMZDOC.doc,,
SPEC_CODE,SOURCE_LBL,TSN,SPEC_CODE,SOURCE_LBL,TSN
T2802,MACROCYCLOPS SP.,0088737,T580,ARACHNIDA,0082708
T2803,PARACYCLOPS SP.,0088731,T584,UNID. FISH EGGS,0159783
T2808,PARACAPRELLA TENUIS,0095434,T585,UNID. FISH LARVAE,0159783
T2809,PINNIXA SP.,0098993,T587,GASTROPOD UNID.,0069459
T292,CHAOBORUS SP.,0125904,T608,ALONA SP.,0083974
T3,MORONE SP.,0167676,T609,ALONELLA SP.,0084033
T3001,LATHONURA RECTIROSTRIS,0084155,T618,BOSMINA LONGIROSTRIS,0083938
T3016,ECTOCYCLOPS PHALERATUS,0088797,T620,CAMPTOCERCUS,0084057
T3017,PARACALANUS SP.,0085322,,RECTIROSTRIS,
T3074,EUBOSMINA LONGISPINA,0083950,T621,CERATOPOGONIDAE,0127076
T3080,AMPHIOXUS SP.,0159689,T622,CERIODAPHNIA LACUSTRIS,0083909
T3093,ALTEUTHA DEPRESSA,0086413,T625,CHYDORUS,0083992
T3102,PARACYCLOPS FIMBRIATUS,0088732,T629,CHYDORUS SP.,0083992
T3151,LABIDOCERA AESTIVA,0086047,T634,COROPHIUM SP.,0093589
T3157,UNID. HARPACTACOID,0086329,T635,COROPHIUM LACUSTRE,0093594
T3161,HEMICYCLOPS SP.,0088960,T642,DAPHNIA RETROCURVA,0083879
T3169,CALANUS SP.,0085263,T643,DAPHNIA,0083873
T3181,CYCLOPS SP.,0088640,T645,DIAPHANOSOMA SP.,0083837
T3182,CYCLOPS SPP.,0088640,T653,EUBOSMINA COREGONI,0083952
T3183,CYCLOPS VARICANS,0088648,T654,EUCYCLOPS AGILIS,0088720
T3187,CYCLOPS BICOLOR,BAY0085,T662,HIRUDINEA,0069290
T3205,OSPHRANTICUM,0085778,T67,SYNGNATHUS FUSCUS,0166451
,LABRONECTUM,,T671,ILYOCRYPTUS SPINIFER,0084133
T3237,MACROCYCLOPS ATER,0088739,T676,LATONA SETIFERA,0083865
T3262,OITHONA SP.,0088802,T678,LEPTODORA KINDTII,0083972
T3263,TORTANUS DISCAUDATUS,0086100,T681,MACROTHRIX LATICORNIS,0084121
T3296,EUCALANUS SP.,0085300,T682,MELITA SP.,0093806
T3306,PENILIA AVIROSTRIS,0083836,T683,MOINA MICRURA,0084164
T3379,CENTROPAGES,0085761,T684,MONOCULODES SP.,0094519
T3380,HEXARTHRA SP.,0059350,T699,PLEUROXUS DENTICULATUS,0084045
T3398,ACROPERUS,0084022,T700,ARGULUS SP.,0089407
T3410,LIBINIA SP.,0098453,T701,CALANOIDA,0085258
T3449,STREBLOCERUS,0084127,T702,EURYTEMORA AFFINIS,0085863
,SERRICAUDATUS,,T703,ACARTIA TONSA,0086088
T3459,CHYDORUS BICORNUTUS,0084000,T704,ACARTIA HUDSONICA,0086097
T365,ZYGOPTERA,0102042,T705,CENTROPAGES HAMATUS,0085766
T420,NEANTHES SUCCINEA,0065918,T706,PSEUDODIAPTOMUS,0085849
T463,MICROGAMMARUS,BAY0154,,CORONATUS,
,MUCRONATUS,,T707,PARACALANUS,0085324
T464,GAMMARUS SP.,0093773,,CRASSIROSTRIS,
T466,LEPTOCHEIRUS,0093486,T709,PSEUDOCALANUS MINUTUS,0085371
,PLUMULOSUS,,T715,DIAPTOMUS SP.,0085780
T468,MONOCULODES SPECIES,0094519,T721,OITHONA COLCARVA,0088811
,COMPLEX,,,,
,,,T723,OITHONA SIMILIS,0088805
T481,LEUCON AMERICANUS,0090790,,,
,,,T726,CYCLOPS VERNALIS,0088641
T482,OXYUROSTYLIS SMITHI,0090923,,,
,,,T728,MESOCYCLOPS EDAX,0088692
T489,COLLEMBOLA,0099237,,,
,,,T729,HALICYCLOPS SP.,0088635
T497,CYATHURA POLITA,0092149,,,
,,,T730,CYCLOPS BICUSPIDATUS,0088645
T500,ISOPODA,0092120,,,
,,,T734,ERGASILUS SP.,0088599
T570,SIDA CRYSTALLINA,0083863,,,
,,,T736,CANUELLA ELONGATA,0086134
T571,SIMOCEPHALUS SP.,0083899,,,
,,,T749,COPEPOD NAUPLII,0085257
T576,TRICHOPTERA,0115095,,,
,,,T751,UNID BARNACLE CYPRIS,0089599
T578,TURBELLARIA,0053964,,,
,,8,,,
