Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,
,MDMZDOC.doc,MDMZDOC.doc,,
Depth.,There are always 5 step levels per station.,Tows last between 5 to 10 minutes depending on,Tows last between 5 to 10 minutes depending on,Tows last between 5 to 10 minutes depending on
zooplankton abundance.,"One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for"
biomass measurements.,,,,
-SAMPLE PRESERVATIVES: N/A,,,,
-SAMPLE STORAGE ENVIRONMENT: N/A,-SAMPLE STORAGE ENVIRONMENT: N/A,,,
-TIME IN STORAGE: None,,,,
-LAB TECHNIQUES WITH REFERENCES:,-LAB TECHNIQUES WITH REFERENCES:,,,
-Chesapeake Bay Program Analytical Method-BM101,-Chesapeake Bay Program Analytical Method-BM101,-Chesapeake Bay Program Analytical Method-BM101,,
Only material from detritus-free samples is processed for ash and ash-free dry weight estimates.,Only material from detritus-free samples is processed for ash and ash-free dry weight estimates.,Only material from detritus-free samples is processed for ash and ash-free dry weight estimates.,Oven-,Oven-
dried samples are ignited in a muffle furnace at 550 degrees Celsius for approximately eight hours.,dried samples are ignited in a muffle furnace at 550 degrees Celsius for approximately eight hours.,dried samples are ignited in a muffle furnace at 550 degrees Celsius for approximately eight hours.,dried samples are ignited in a muffle furnace at 550 degrees Celsius for approximately eight hours.,
Samples are removed to desiccators and weighed when cool to obtain ash dry weight in grams per sample.,Samples are removed to desiccators and weighed when cool to obtain ash dry weight in grams per sample.,Samples are removed to desiccators and weighed when cool to obtain ash dry weight in grams per sample.,Samples are removed to desiccators and weighed when cool to obtain ash dry weight in grams per sample.,Samples are removed to desiccators and weighed when cool to obtain ash dry weight in grams per sample.
