Name: “Table 1 of 1 on page 4 of 11”,Name: “Table 1 of 1 on page 4 of 11”,Name: “Table 1 of 1 on page 4 of 11”,Name: “Table 1 of 1 on page 4 of 11”,Name: “Table 1 of 1 on page 4 of 11”,Name: “Table 1 of 1 on page 4 of 11”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,
,MDPDDOC.doc,MDPDDOC.doc,MDPDDOC.doc,,
Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3,Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3,Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3,Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3,Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3,Field stock solutions of radiolabel NaHCO3 are obtained from mixing portions of 25 mCi C-14 NaCO3
stock solutions with pH of 10-10.2 deionized water.,stock solutions with pH of 10-10.2 deionized water.,Final field stock activities approximate 2 uCi C-14 per,Final field stock activities approximate 2 uCi C-14 per,Final field stock activities approximate 2 uCi C-14 per,Final field stock activities approximate 2 uCi C-14 per
"ml, determined from liquid scintillation counting of field stocks in phenethylamine and Biofluor.","ml, determined from liquid scintillation counting of field stocks in phenethylamine and Biofluor.","ml, determined from liquid scintillation counting of field stocks in phenethylamine and Biofluor.","ml, determined from liquid scintillation counting of field stocks in phenethylamine and Biofluor.",Field stock,Field stock
activities for each dilution are then recorded in a laboratory log and are assigned a date interval,activities for each dilution are then recorded in a laboratory log and are assigned a date interval,activities for each dilution are then recorded in a laboratory log and are assigned a date interval,activities for each dilution are then recorded in a laboratory log and are assigned a date interval,activities for each dilution are then recorded in a laboratory log and are assigned a date interval,
corresponding to the period that the field stock is employed in the program.,corresponding to the period that the field stock is employed in the program.,corresponding to the period that the field stock is employed in the program.,corresponding to the period that the field stock is employed in the program.,Because of problems with,Because of problems with
"determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field","determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field","determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field","determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field","determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field","determinations of initial field stock activities for the time interval May 1993 - March 1994, activity of the field"
NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25,NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25,NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25,NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25,NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25,NaHCO3 stock was determined from the mean of six previous field NaHCO3 stocks mixed from the same 25
mCi stock solution.,mCi stock solution.,,,,
"# FORMULAS, CALCULATIONS, AND CONVERSIONS","# FORMULAS, CALCULATIONS, AND CONVERSIONS","# FORMULAS, CALCULATIONS, AND CONVERSIONS",,,
