Name: “Table 1 of 1 on page 21 of 21”,Name: “Table 1 of 1 on page 21 of 21”,Name: “Table 1 of 1 on page 21 of 21”,Name: “Table 1 of 1 on page 21 of 21”,Name: “Table 1 of 1 on page 21 of 21”,Name: “Table 1 of 1 on page 21 of 21”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,
,,,VAPHDOC.doc,,
August 2002: ODU purchased new inverted plankton microscopes changing their mid- and high,August 2002: ODU purchased new inverted plankton microscopes changing their mid- and high,August 2002: ODU purchased new inverted plankton microscopes changing their mid- and high,August 2002: ODU purchased new inverted plankton microscopes changing their mid- and high,August 2002: ODU purchased new inverted plankton microscopes changing their mid- and high,
"magnification from 315/500X to 300/600X, with magnification constants adjusted accordingly.","magnification from 315/500X to 300/600X, with magnification constants adjusted accordingly.","magnification from 315/500X to 300/600X, with magnification constants adjusted accordingly.","magnification from 315/500X to 300/600X, with magnification constants adjusted accordingly.","magnification from 315/500X to 300/600X, with magnification constants adjusted accordingly.",
Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues,Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues,Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues,Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues,Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues,Winter 2002- For extensive details in regards to quality assurance issues and data comparability issues
between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the,between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the,between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the,between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the,between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the,between Maryland and Virginia Programs please see the CBP Phytoplankton Split sample portion of the
Chesapeake Bay Quality Assurance Program at:,Chesapeake Bay Quality Assurance Program at:,Chesapeake Bay Quality Assurance Program at:,Chesapeake Bay Quality Assurance Program at:,,
http://www.chesapeakebay.net/qualityassurance.htm,http://www.chesapeakebay.net/qualityassurance.htm,http://www.chesapeakebay.net/qualityassurance.htm,http://www.chesapeakebay.net/qualityassurance.htm,,
08/11/2005.,"Note due to contract changes starting in January 1996, station LE5.5 had a coordinate change.","Note due to contract changes starting in January 1996, station LE5.5 had a coordinate change.","Note due to contract changes starting in January 1996, station LE5.5 had a coordinate change.","Note due to contract changes starting in January 1996, station LE5.5 had a coordinate change.","Note due to contract changes starting in January 1996, station LE5.5 had a coordinate change."
