Name: “Table 1 of 1 on page 6 of 21”,Name: “Table 1 of 1 on page 6 of 21”,Name: “Table 1 of 1 on page 6 of 21”,Name: “Table 1 of 1 on page 6 of 21”,Name: “Table 1 of 1 on page 6 of 21”,Name: “Table 1 of 1 on page 6 of 21”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
,,VAPHDOC.doc,VAPHDOC.doc,,
"if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then","if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then","if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then","if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then","if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then","if Threshold is less than 500, then the station has no pycnocline, else if Threshold is greater than 500, then"
the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the,the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the,the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the,the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the,the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the,the pycnocline depth is determined to be the first depth at which the conductivity change is greater than the
threshold value.,,,,,
Units of measurement: Conductivity- uhhos/cm and Depth- meters,Units of measurement: Conductivity- uhhos/cm and Depth- meters,Units of measurement: Conductivity- uhhos/cm and Depth- meters,Units of measurement: Conductivity- uhhos/cm and Depth- meters,,
>PARAMETER: SALZONE (Salinity zone),>PARAMETER: SALZONE (Salinity zone),,,,
-COLLECTION METHODS: Hydrolab CTD,-COLLECTION METHODS: Hydrolab CTD,,,,
-SAMPLE PRESERVATIVES: None,-SAMPLE PRESERVATIVES: None,,,,
-SAMPLE STORAGE ENVIRONMENT: None,-SAMPLE STORAGE ENVIRONMENT: None,-SAMPLE STORAGE ENVIRONMENT: None,,,
-TIME IN STORAGE: None,-TIME IN STORAGE: None,,,,
"-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior","-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior","-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior","-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior","-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior","-LAB TECHNIQUES WITH REFERENCES: Water column salinity, temperature and depth is recorded prior"
to zooplankton tows. Salinity values are averaged over the layer of the water column and a zone is,to zooplankton tows. Salinity values are averaged over the layer of the water column and a zone is,to zooplankton tows. Salinity values are averaged over the layer of the water column and a zone is,to zooplankton tows. Salinity values are averaged over the layer of the water column and a zone is,to zooplankton tows. Salinity values are averaged over the layer of the water column and a zone is,
