Name: “Table 1 of 1 on page 23 of 142”,Name: “Table 1 of 1 on page 23 of 142”,Name: “Table 1 of 1 on page 23 of 142”,Name: “Table 1 of 1 on page 23 of 142”,Name: “Table 1 of 1 on page 23 of 142”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
FRAGILARIOPSIS,,S,0005071,07031001
FRAGILARIOPSIS CYLINDRUS,,S,0005076,0703100103
FRAGILARIOPSIS OCEANICA,,,0005140,0703100144
FRUSTULIA,,,0004564,07030514
FRUSTULIA RHOMBOIDES,,,0004565,0703051401
FRUSTULIA VULGARIS,,,0004571,0703051402
GLYPHODESMIS DISTANS,,,0003189,0703011501
GOMPHONEMA,,,0004911,07030801
GOMPHONEMA ACUMINATUM,,,0004919,0703080105
GOMPHONEMA ANGUSTATUM,,,0004927,0703080106
GOMPHONEMA ANGUSTATUM PARALLELUM,,SA,0004930,070308010603
GOMPHONEMA ANGUSTATUM SARCOPHAGUS,,S,0004931,070308010603
GOMPHONEMA CONSTRICTUM,,,0004935,0703080108
GOMPHONEMA CURVATA,,S,0003636,0703040401
GOMPHONEMA GEMINATUM,,,0004940,0703080109
GOMPHONEMA GRACILE,,,0004941,0703080110
GOMPHONEMA MONTANUM COMMUTATUM,,SA,0004969,070308011803
GOMPHONEMA OLIVACEUM,,,0004971,0703080119
GOMPHONEMA PARVULUM,,,0004975,0703080120
GOMPHONEMA SPHAEROPHORUM,,,0004982,0703080122
GOMPHONEMA SUBCLAVATUM COMMUTATUM,,S,0004970,070308011803
GRAMMATOPHORA,,,0003197,07030119
GRAMMATOPHORA ANGULOSA,,,0003198,0703011901
GRAMMATOPHORA MARINA,,,0003199,0703011905
GRAMMATOPHORA SERPENTINA,,,0003203,0703011907
GUINARDIA CYLINDRUS,,SA,BAY0352,0702100106
GUINARDIA DELICATULA,,SA,0615883,0702100107
GUINARDIA FLACCIDA,,,0002922,0702100201
GUINARDIA STRIATA,,SA,BAY0389,0702100114
GYROSIGMA,,,0004622,07030518
GYROSIGMA ACUMINATUM,,,0004633,0703051811
GYROSIGMA ATTENUATUM HIPPOCAMPUS,,SA,0004636,070305181202
GYROSIGMA BALTICUM,,,0004623,0703051801
GYROSIGMA BALTICUM SILIMIS,,,BAY0122,0703051801SI
GYROSIGMA BEAUFORTIANUM,,,0004647,0703051822
GYROSIGMA DISTORTUM,,,0004648,0703051823
GYROSIGMA FASCIOLA,,,0004624,0703051802
GYROSIGMA HIPPOCAMPUS,,S,0004637,070305181202
GYROSIGMA MACRUM,,,0004650,0703051825
GYROSIGMA NODIFERUM,,,0004649,0703051824
GYROSIGMA REIMERI,,SA,0591374,0703051803NO
GYROSIGMA SCALPROIDES,,,0004640,0703051815
GYROSIGMA SPENCERI,,SA,0004625,0703051803
GYROSIGMA SPENCERI CURVULA,,S,0004626,0703051803
GYROSIGMA SPENCERI NODIFERUM,,S,0591548,0703051803NO
GYROSIGMA TENUISSIMUM,,,0004627,0703051804
GYROSIGMA WANSBECKII,,,0004631,0703051808
GYROSIGMA WORMLEYI,,,0004644,0703051819
HANNAEA ARCUS,,SA,0003322,0703012701
HANTZSCHIA,,,0005303,07031003
HANTZSCHIA AMPHIOXYS,,,0005304,0703100301
HANTZSCHIA AMPHIOXYS CAPITATA,,,0005308,070310030104
HANTZSCHIA MARINA,,,0005309,0703100302
HANTZSCHIA VIRGATA,,,0005311,0703100304
HELICOTHECA TAMESIS,,SA,BAY0316,0702071001
HEMIAULUS,,,0002748,07020801
HEMIAULUS HAUCKII,,,0002749,0702080101
HEMIAULUS INDICUS,,,0002752,0702080104
HEMIAULUS MEMBRANACEUS,,,0002750,0702080102
,13,,,
