Name: “Table 1 of 1 on page 76 of 142”,Name: “Table 1 of 1 on page 76 of 142”,Name: “Table 1 of 1 on page 76 of 142”,Name: “Table 1 of 1 on page 76 of 142”,Name: “Table 1 of 1 on page 76 of 142”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
DERO LATISSIMA,,S,0068908,5009030606
DERO NIVEA,,SA,0068900,5009030601
DERO OBTUSA,,SA,0068907,5009030606
DERO PALESTINICA,,S,0068901,5009030601
DERO PERRIERI,,S,0068909,5009030606
DERO POLYCARDIA,,S,0068910,5009030606
EMBOLOCEPHALUS MULTISETOSUS,,S,0068602,5009020205
ENCHYTRAEIDAE,,,0068510,500901
HABER CF. SPECIOSUS,,,0068746,5009021901
HAEMONAIS,,,0069003,50090319
HAEMONAIS LAURENTII,,S,0069005,5009031901
HAEMONAIS WALDVOGELI,,SA,0069004,5009031901
HOMOCHAETA NAIDINA,,,0069002,5009031701
ILYODRILUS,,,0068660,50090206
ILYODRILUS TEMPLETONI,,SA,0068662,5009020602
ISOCHAETIDES CURVISETOSUS,,,0068809,5009023601
ISOCHAETIDES FREYI,,,0068810,5009023602
LIMNODRILUS,,,0068638,50090205
LIMNODRILUS AURANTIACUS,,S,0068641,5009020501
LIMNODRILUS CERVIX,,,0068652,5009020505
LIMNODRILUS CLAPAREDIANUS,,,0068654,5009020507
LIMNODRILUS HETEROCHAETUS,,S,0068596,5009020203
LIMNODRILUS HOFFMEISTERI,,SA,0068639,5009020501
LIMNODRILUS ORNATUS,,S,0068645,5009020502
LIMNODRILUS PROFUNDICOLA,,SA,0068649,5009020504
LIMNODRILUS SPIRALIS,,,BAY0141,50090205SPIR
LIMNODRILUS STEIGERWALDI,,S,0068646,5009020502
LIMNODRILUS UDEKEMIANUS,,SA,0068644,5009020502
LIMNODRILUS WILLEYI,,S,0068647,5009020502
LUMBRICULIDA,,,0068439,5005
LUMBRICULIDAE,,,0068440,500501
LUMBRICUS TUBIFEX,,S,0068624,5009020401
MONOPYLEPHORUS,,,0068722,50090213
MONOPYLEPHORUS RUBRONIVEUS,,,0068728,5009021305
NADIUM TRIVANDRANUM,,S,0069019,5009032201
NAIDIDAE,,,0068854,500903
NAIDIUM MINUTUM,,S,0068888,5009030509
NAIDIUM OSBORNI,,S,0068889,5009030509
NAIDIUM PLURISETA,,S,0068685,5009020804
NAIS,,,0068946,50090308
NAIS APPENDICULATA,,S,0068857,5009030101
NAIS ARALENSIS,,S,0068953,5009030804
NAIS BEHNINGI,,,0068949,5009030802
NAIS BRETSCHERI,,,0068961,5009030810
NAIS BRETSCHERI PARDALIS,,S,0068955,5009030805
NAIS COMMUNIS,,SA,0068950,5009030803
NAIS DIAPHANA,,S,0068937,5009030701
NAIS DIASTROPHUS,,S,0068940,5009030703
NAIS DIGITATA,,S,0068905,5009030604
NAIS ELINGUIS,,SA,0068952,5009030804
NAIS FURCATUS,,S,0068914,5009030608
NAIS GRACILIS,,S,0068858,5009030101
NAIS JOSINAE,,S,0068986,5009031301
NAIS LITORALIS,,S,0068864,5009030301
NAIS PARDALIS,,SA,0068954,5009030805
NAIS PARVISETA,,S,0068951,5009030803
NAIS PSEUDOBTUSA,,,0068956,5009030806
NAIS SERPENTINA,,S,0068997,5009031601
NAIS SIMPLEX,,SA,0068957,5009030807
,66,,,
